id,timestamp,dayoftheweek,value
PIZY3BTWRV,1539891480,0,51
8J7L74C9N0,1539891481,0,95
77CK62NV0Y,1539891482,0,39
8N66IZ5J4I,1539891482,0,49
Y3R23R949S,1539891481,0,82
8BMJ9WQ779,1539891484,0,86
Y59XCOTAI1,1539891484,0,58
68V95C7Y4J,1539891484,0,60
78M8Y1O005,1539891480,0,54
9I60985J72,1539891480,0,56
VWV7992WO4,1539891483,0,61
RN4G9TQ244,1539891483,0,53
7W1TR8KTCU,1539891482,0,69
K3V20TCXR5,1539891482,0,53
5WYZMN8HZ5,1539891483,0,57
68F3EC0578,1539891480,0,62
EYDN928H0F,1539891483,0,65
40O3PU5OUC,1539891480,0,57
RECE9K21F5,1539891780,0,50
Y0N0YOQ887,1539891780,0,52
S5PIBIH17G,1539891783,0,53
Q12O4W7G2T,1539891782,0,40
12BVT60R9X,1539891780,0,56
A4QJUH2060,1539891784,0,45
V2FDN456R9,1539891781,0,66
7B55ZP4AMH,1539891782,0,70
TXJE6WDKRU,1539891780,0,72
43Q2S9ZTNH,1539891784,0,54
3P3EEC963F,1539891783,0,76
1HTB15BF7S,1539891783,0,53
H78H8ET93Z,1539891783,0,58
U908LT7CNW,1539891781,0,51
D1L6Y4UWB7,1539891780,0,43
L74L3988H1,1539891784,0,37
N0BOUUOZBA,1539891784,0,63
47T1UUQRYQ,1539891783,0,66
609H9A8L4H,1539891782,0,47
704R1T9IB7,1539891781,0,56
25DIKBGJKT,1539891780,0,40
UK6D4RQ85F,1539891780,0,48
PIZY3BTWRV,1539891783,0,74
8J7L74C9N0,1539891780,0,50
77CK62NV0Y,1539891780,0,59
8N66IZ5J4I,1539891782,0,56
Y3R23R949S,1539891783,0,58
8BMJ9WQ779,1539891781,0,59
Y59XCOTAI1,1539891783,0,47
68V95C7Y4J,1539891783,0,64
78M8Y1O005,1539891783,0,99
9I60985J72,1539891782,0,56
VWV7992WO4,1539891782,0,70
RN4G9TQ244,1539891781,0,41
7W1TR8KTCU,1539891782,0,69
K3V20TCXR5,1539891780,0,45
5WYZMN8HZ5,1539891781,0,59
68F3EC0578,1539891781,0,56
EYDN928H0F,1539891782,0,66
40O3PU5OUC,1539891784,0,81
RECE9K21F5,1539892081,0,91
Y0N0YOQ887,1539892080,0,51
S5PIBIH17G,1539892084,0,42
Q12O4W7G2T,1539892081,0,81
12BVT60R9X,1539892084,0,70
A4QJUH2060,1539892080,0,69
V2FDN456R9,1539892080,0,50
7B55ZP4AMH,1539892081,0,68
TXJE6WDKRU,1539892080,0,46
43Q2S9ZTNH,1539892084,0,72
3P3EEC963F,1539892081,0,98
1HTB15BF7S,1539892084,0,46
H78H8ET93Z,1539892080,0,55
U908LT7CNW,1539892080,0,35
D1L6Y4UWB7,1539892080,0,46
L74L3988H1,1539892084,0,58
N0BOUUOZBA,1539892084,0,28
47T1UUQRYQ,1539892083,0,58
609H9A8L4H,1539892084,0,66
704R1T9IB7,1539892080,0,46
25DIKBGJKT,1539892082,0,65
UK6D4RQ85F,1539892082,0,45
PIZY3BTWRV,1539892083,0,86
8J7L74C9N0,1539892083,0,44
77CK62NV0Y,1539892080,0,56
8N66IZ5J4I,1539892081,0,70
Y3R23R949S,1539892084,0,51
8BMJ9WQ779,1539892081,0,47
Y59XCOTAI1,1539892084,0,57
68V95C7Y4J,1539892084,0,48
78M8Y1O005,1539892082,0,58
9I60985J72,1539892082,0,73
VWV7992WO4,1539892084,0,52
RN4G9TQ244,1539892084,0,77
7W1TR8KTCU,1539892080,0,53
K3V20TCXR5,1539892083,0,50
5WYZMN8HZ5,1539892082,0,58
68F3EC0578,1539892083,0,46
EYDN928H0F,1539892081,0,75
40O3PU5OUC,1539892081,0,60
RECE9K21F5,1539892384,0,69
Y0N0YOQ887,1539892384,0,66
S5PIBIH17G,1539892383,0,77
Q12O4W7G2T,1539892384,0,47
12BVT60R9X,1539892382,0,65
A4QJUH2060,1539892383,0,52
V2FDN456R9,1539892383,0,81
7B55ZP4AMH,1539892384,0,95
TXJE6WDKRU,1539892384,0,59
43Q2S9ZTNH,1539892384,0,54
3P3EEC963F,1539892383,0,68
1HTB15BF7S,1539892381,0,50
H78H8ET93Z,1539892383,0,98
U908LT7CNW,1539892384,0,59
D1L6Y4UWB7,1539892381,0,49
L74L3988H1,1539892384,0,68
N0BOUUOZBA,1539892381,0,53
47T1UUQRYQ,1539892381,0,77
609H9A8L4H,1539892384,0,49
704R1T9IB7,1539892384,0,52
25DIKBGJKT,1539892384,0,64
UK6D4RQ85F,1539892382,0,74
PIZY3BTWRV,1539892383,0,79
8J7L74C9N0,1539892381,0,43
77CK62NV0Y,1539892382,0,70
8N66IZ5J4I,1539892381,0,46
Y3R23R949S,1539892383,0,62
8BMJ9WQ779,1539892384,0,70
Y59XCOTAI1,1539892382,0,89
68V95C7Y4J,1539892382,0,75
78M8Y1O005,1539892382,0,77
9I60985J72,1539892383,0,56
VWV7992WO4,1539892380,0,89
RN4G9TQ244,1539892382,0,63
7W1TR8KTCU,1539892384,0,55
K3V20TCXR5,1539892381,0,71
5WYZMN8HZ5,1539892382,0,68
68F3EC0578,1539892384,0,51
EYDN928H0F,1539892382,0,52
40O3PU5OUC,1539892381,0,58
RECE9K21F5,1539892683,0,59
Y0N0YOQ887,1539892683,0,51
S5PIBIH17G,1539892683,0,50
Q12O4W7G2T,1539892681,0,51
12BVT60R9X,1539892683,0,67
A4QJUH2060,1539892681,0,58
V2FDN456R9,1539892682,0,40
7B55ZP4AMH,1539892684,0,68
TXJE6WDKRU,1539892683,0,52
43Q2S9ZTNH,1539892684,0,59
3P3EEC963F,1539892681,0,99
1HTB15BF7S,1539892683,0,95
H78H8ET93Z,1539892682,0,59
U908LT7CNW,1539892683,0,54
D1L6Y4UWB7,1539892681,0,55
L74L3988H1,1539892680,0,65
N0BOUUOZBA,1539892680,0,75
47T1UUQRYQ,1539892683,0,54
609H9A8L4H,1539892683,0,58
704R1T9IB7,1539892682,0,40
25DIKBGJKT,1539892684,0,64
UK6D4RQ85F,1539892681,0,41
PIZY3BTWRV,1539892684,0,61
8J7L74C9N0,1539892681,0,57
77CK62NV0Y,1539892681,0,43
8N66IZ5J4I,1539892681,0,76
Y3R23R949S,1539892680,0,64
8BMJ9WQ779,1539892681,0,68
Y59XCOTAI1,1539892684,0,43
68V95C7Y4J,1539892683,0,78
78M8Y1O005,1539892680,0,75
9I60985J72,1539892680,0,67
VWV7992WO4,1539892683,0,38
RN4G9TQ244,1539892681,0,46
7W1TR8KTCU,1539892682,0,43
K3V20TCXR5,1539892684,0,64
5WYZMN8HZ5,1539892682,0,94
68F3EC0578,1539892680,0,43
EYDN928H0F,1539892681,0,55
40O3PU5OUC,1539892680,0,66
RECE9K21F5,1539892980,0,61
Y0N0YOQ887,1539892983,0,32
S5PIBIH17G,1539892983,0,55
Q12O4W7G2T,1539892980,0,53
12BVT60R9X,1539892981,0,79
A4QJUH2060,1539892983,0,54
V2FDN456R9,1539892981,0,54
7B55ZP4AMH,1539892983,0,65
TXJE6WDKRU,1539892984,0,68
43Q2S9ZTNH,1539892983,0,61
3P3EEC963F,1539892984,0,59
1HTB15BF7S,1539892982,0,60
H78H8ET93Z,1539892982,0,67
U908LT7CNW,1539892984,0,60
D1L6Y4UWB7,1539892981,0,47
L74L3988H1,1539892983,0,100
N0BOUUOZBA,1539892983,0,73
47T1UUQRYQ,1539892982,0,94
609H9A8L4H,1539892983,0,56
704R1T9IB7,1539892980,0,68
25DIKBGJKT,1539892980,0,59
UK6D4RQ85F,1539892981,0,63
PIZY3BTWRV,1539892984,0,65
8J7L74C9N0,1539892980,0,76
77CK62NV0Y,1539892980,0,55
8N66IZ5J4I,1539892983,0,43
Y3R23R949S,1539892981,0,37
8BMJ9WQ779,1539892980,0,56
Y59XCOTAI1,1539892984,0,42
68V95C7Y4J,1539892982,0,54
78M8Y1O005,1539892981,0,94
9I60985J72,1539892984,0,51
VWV7992WO4,1539892981,0,71
RN4G9TQ244,1539892980,0,100
7W1TR8KTCU,1539892982,0,58
K3V20TCXR5,1539892984,0,76
5WYZMN8HZ5,1539892984,0,55
68F3EC0578,1539892980,0,99
EYDN928H0F,1539892981,0,99
40O3PU5OUC,1539892981,0,74
RECE9K21F5,1539893282,0,62
Y0N0YOQ887,1539893284,0,44
S5PIBIH17G,1539893283,0,60
Q12O4W7G2T,1539893282,0,69
12BVT60R9X,1539893280,0,47
A4QJUH2060,1539893284,0,56
V2FDN456R9,1539893284,0,32
7B55ZP4AMH,1539893280,0,64
TXJE6WDKRU,1539893283,0,76
43Q2S9ZTNH,1539893283,0,98
3P3EEC963F,1539893281,0,48
1HTB15BF7S,1539893284,0,59
H78H8ET93Z,1539893284,0,67
U908LT7CNW,1539893280,0,58
D1L6Y4UWB7,1539893283,0,65
L74L3988H1,1539893282,0,78
N0BOUUOZBA,1539893284,0,40
47T1UUQRYQ,1539893282,0,53
609H9A8L4H,1539893283,0,66
704R1T9IB7,1539893283,0,64
25DIKBGJKT,1539893282,0,47
UK6D4RQ85F,1539893280,0,71
PIZY3BTWRV,1539893283,0,66
8J7L74C9N0,1539893282,0,69
77CK62NV0Y,1539893283,0,71
8N66IZ5J4I,1539893281,0,50
Y3R23R949S,1539893284,0,33
8BMJ9WQ779,1539893283,0,51
Y59XCOTAI1,1539893282,0,80
68V95C7Y4J,1539893281,0,52
78M8Y1O005,1539893283,0,48
9I60985J72,1539893281,0,35
VWV7992WO4,1539893281,0,94
RN4G9TQ244,1539893282,0,56
7W1TR8KTCU,1539893283,0,41
K3V20TCXR5,1539893280,0,65
5WYZMN8HZ5,1539893284,0,56
68F3EC0578,1539893283,0,72
EYDN928H0F,1539893280,0,94
40O3PU5OUC,1539893281,0,58
RECE9K21F5,1539893583,0,56
Y0N0YOQ887,1539893582,0,68
S5PIBIH17G,1539893580,0,99
Q12O4W7G2T,1539893584,0,59
12BVT60R9X,1539893580,0,66
A4QJUH2060,1539893582,0,37
V2FDN456R9,1539893581,0,52
7B55ZP4AMH,1539893583,0,78
TXJE6WDKRU,1539893580,0,45
43Q2S9ZTNH,1539893581,0,59
3P3EEC963F,1539893582,0,71
1HTB15BF7S,1539893584,0,35
H78H8ET93Z,1539893583,0,67
U908LT7CNW,1539893583,0,70
D1L6Y4UWB7,1539893581,0,62
L74L3988H1,1539893584,0,52
N0BOUUOZBA,1539893582,0,66
47T1UUQRYQ,1539893584,0,75
609H9A8L4H,1539893584,0,42
704R1T9IB7,1539893581,0,71
25DIKBGJKT,1539893580,0,61
UK6D4RQ85F,1539893580,0,65
PIZY3BTWRV,1539893580,0,46
8J7L74C9N0,1539893584,0,47
77CK62NV0Y,1539893584,0,50
8N66IZ5J4I,1539893583,0,55
Y3R23R949S,1539893581,0,52
8BMJ9WQ779,1539893582,0,71
Y59XCOTAI1,1539893583,0,43
68V95C7Y4J,1539893584,0,80
78M8Y1O005,1539893583,0,67
9I60985J72,1539893581,0,47
VWV7992WO4,1539893580,0,62
RN4G9TQ244,1539893583,0,73
7W1TR8KTCU,1539893583,0,65
K3V20TCXR5,1539893582,0,41
5WYZMN8HZ5,1539893581,0,40
68F3EC0578,1539893583,0,53
EYDN928H0F,1539893581,0,49
40O3PU5OUC,1539893580,0,56
RECE9K21F5,1539893881,0,71
Y0N0YOQ887,1539893883,0,43
S5PIBIH17G,1539893880,0,80
Q12O4W7G2T,1539893880,0,56
12BVT60R9X,1539893881,0,49
A4QJUH2060,1539893881,0,54
V2FDN456R9,1539893883,0,44
7B55ZP4AMH,1539893883,0,72
TXJE6WDKRU,1539893883,0,65
43Q2S9ZTNH,1539893882,0,70
3P3EEC963F,1539893882,0,61
1HTB15BF7S,1539893882,0,94
H78H8ET93Z,1539893881,0,60
U908LT7CNW,1539893882,0,47
D1L6Y4UWB7,1539893880,0,47
L74L3988H1,1539893882,0,56
N0BOUUOZBA,1539893881,0,63
47T1UUQRYQ,1539893880,0,63
609H9A8L4H,1539893881,0,57
704R1T9IB7,1539893884,0,56
25DIKBGJKT,1539893881,0,55
UK6D4RQ85F,1539893884,0,46
PIZY3BTWRV,1539893880,0,50
8J7L74C9N0,1539893883,0,54
77CK62NV0Y,1539893882,0,44
8N66IZ5J4I,1539893880,0,91
Y3R23R949S,1539893883,0,47
8BMJ9WQ779,1539893881,0,45
Y59XCOTAI1,1539893880,0,55
68V95C7Y4J,1539893884,0,94
78M8Y1O005,1539893882,0,50
9I60985J72,1539893881,0,73
VWV7992WO4,1539893884,0,68
RN4G9TQ244,1539893880,0,58
7W1TR8KTCU,1539893883,0,55
K3V20TCXR5,1539893884,0,76
5WYZMN8HZ5,1539893881,0,55
68F3EC0578,1539893883,0,57
EYDN928H0F,1539893883,0,76
40O3PU5OUC,1539893880,0,59
RECE9K21F5,1539894183,0,51
Y0N0YOQ887,1539894182,0,56
S5PIBIH17G,1539894180,0,83
Q12O4W7G2T,1539894181,0,38
12BVT60R9X,1539894182,0,62
A4QJUH2060,1539894180,0,52
V2FDN456R9,1539894183,0,59
7B55ZP4AMH,1539894180,0,47
TXJE6WDKRU,1539894182,0,65
43Q2S9ZTNH,1539894183,0,69
3P3EEC963F,1539894181,0,53
1HTB15BF7S,1539894180,0,63
H78H8ET93Z,1539894184,0,32
U908LT7CNW,1539894181,0,59
D1L6Y4UWB7,1539894183,0,73
L74L3988H1,1539894180,0,50
N0BOUUOZBA,1539894181,0,60
47T1UUQRYQ,1539894183,0,32
609H9A8L4H,1539894180,0,58
704R1T9IB7,1539894182,0,56
25DIKBGJKT,1539894184,0,63
UK6D4RQ85F,1539894183,0,92
PIZY3BTWRV,1539894183,0,66
8J7L74C9N0,1539894181,0,43
77CK62NV0Y,1539894183,0,59
8N66IZ5J4I,1539894182,0,97
Y3R23R949S,1539894181,0,54
8BMJ9WQ779,1539894184,0,53
Y59XCOTAI1,1539894180,0,68
68V95C7Y4J,1539894180,0,50
78M8Y1O005,1539894183,0,73
9I60985J72,1539894182,0,75
VWV7992WO4,1539894182,0,75
RN4G9TQ244,1539894180,0,69
7W1TR8KTCU,1539894184,0,45
K3V20TCXR5,1539894181,0,78
5WYZMN8HZ5,1539894182,0,61
68F3EC0578,1539894180,0,44
EYDN928H0F,1539894182,0,49
40O3PU5OUC,1539894180,0,67
RECE9K21F5,1539894481,0,59
Y0N0YOQ887,1539894484,0,60
S5PIBIH17G,1539894484,0,83
Q12O4W7G2T,1539894480,0,57
12BVT60R9X,1539894481,0,56
A4QJUH2060,1539894483,0,48
V2FDN456R9,1539894484,0,64
7B55ZP4AMH,1539894483,0,65
TXJE6WDKRU,1539894481,0,64
43Q2S9ZTNH,1539894481,0,71
3P3EEC963F,1539894480,0,68
1HTB15BF7S,1539894484,0,96
H78H8ET93Z,1539894482,0,42
U908LT7CNW,1539894483,0,53
D1L6Y4UWB7,1539894484,0,50
L74L3988H1,1539894483,0,60
N0BOUUOZBA,1539894484,0,43
47T1UUQRYQ,1539894484,0,48
609H9A8L4H,1539894483,0,71
704R1T9IB7,1539894482,0,49
25DIKBGJKT,1539894482,0,74
UK6D4RQ85F,1539894481,0,53
PIZY3BTWRV,1539894480,0,45
8J7L74C9N0,1539894482,0,65
77CK62NV0Y,1539894481,0,61
8N66IZ5J4I,1539894481,0,48
Y3R23R949S,1539894482,0,71
8BMJ9WQ779,1539894483,0,32
Y59XCOTAI1,1539894484,0,100
68V95C7Y4J,1539894484,0,39
78M8Y1O005,1539894483,0,52
9I60985J72,1539894484,0,56
VWV7992WO4,1539894484,0,39
RN4G9TQ244,1539894484,0,71
7W1TR8KTCU,1539894480,0,49
K3V20TCXR5,1539894484,0,51
5WYZMN8HZ5,1539894484,0,58
68F3EC0578,1539894480,0,83
EYDN928H0F,1539894484,0,60
40O3PU5OUC,1539894483,0,97
RECE9K21F5,1539894780,0,48
Y0N0YOQ887,1539894783,0,81
S5PIBIH17G,1539894780,0,70
Q12O4W7G2T,1539894781,0,61
12BVT60R9X,1539894782,0,98
A4QJUH2060,1539894784,0,70
V2FDN456R9,1539894780,0,58
7B55ZP4AMH,1539894784,0,35
TXJE6WDKRU,1539894784,0,49
43Q2S9ZTNH,1539894781,0,67
3P3EEC963F,1539894784,0,66
1HTB15BF7S,1539894781,0,37
H78H8ET93Z,1539894781,0,99
U908LT7CNW,1539894781,0,40
D1L6Y4UWB7,1539894783,0,46
L74L3988H1,1539894782,0,41
N0BOUUOZBA,1539894781,0,43
47T1UUQRYQ,1539894781,0,53
609H9A8L4H,1539894782,0,47
704R1T9IB7,1539894780,0,72
25DIKBGJKT,1539894781,0,82
UK6D4RQ85F,1539894784,0,94
PIZY3BTWRV,1539894781,0,56
8J7L74C9N0,1539894781,0,57
77CK62NV0Y,1539894783,0,58
8N66IZ5J4I,1539894781,0,64
Y3R23R949S,1539894781,0,53
8BMJ9WQ779,1539894783,0,53
Y59XCOTAI1,1539894781,0,94
68V95C7Y4J,1539894780,0,61
78M8Y1O005,1539894783,0,62
9I60985J72,1539894783,0,63
VWV7992WO4,1539894780,0,49
RN4G9TQ244,1539894780,0,53
7W1TR8KTCU,1539894780,0,62
K3V20TCXR5,1539894784,0,63
5WYZMN8HZ5,1539894783,0,54
68F3EC0578,1539894784,0,67
EYDN928H0F,1539894782,0,64
40O3PU5OUC,1539894783,0,65
RECE9K21F5,1539895081,0,56
Y0N0YOQ887,1539895081,0,84
S5PIBIH17G,1539895083,0,43
Q12O4W7G2T,1539895082,0,57
12BVT60R9X,1539895080,0,57
A4QJUH2060,1539895084,0,72
V2FDN456R9,1539895080,0,99
7B55ZP4AMH,1539895084,0,60
TXJE6WDKRU,1539895082,0,66
43Q2S9ZTNH,1539895080,0,68
3P3EEC963F,1539895081,0,46
1HTB15BF7S,1539895080,0,47
H78H8ET93Z,1539895080,0,48
U908LT7CNW,1539895084,0,76
D1L6Y4UWB7,1539895082,0,100
L74L3988H1,1539895081,0,59
N0BOUUOZBA,1539895083,0,99
47T1UUQRYQ,1539895080,0,76
609H9A8L4H,1539895084,0,54
704R1T9IB7,1539895084,0,45
25DIKBGJKT,1539895080,0,70
UK6D4RQ85F,1539895083,0,59
PIZY3BTWRV,1539895081,0,84
8J7L74C9N0,1539895083,0,69
77CK62NV0Y,1539895083,0,50
8N66IZ5J4I,1539895084,0,97
Y3R23R949S,1539895081,0,49
8BMJ9WQ779,1539895081,0,72
Y59XCOTAI1,1539895083,0,42
68V95C7Y4J,1539895081,0,42
78M8Y1O005,1539895082,0,74
9I60985J72,1539895082,0,96
VWV7992WO4,1539895083,0,44
RN4G9TQ244,1539895081,0,53
7W1TR8KTCU,1539895083,0,60
K3V20TCXR5,1539895082,0,52
5WYZMN8HZ5,1539895080,0,96
68F3EC0578,1539895081,0,62
EYDN928H0F,1539895083,0,70
40O3PU5OUC,1539895081,0,55
RECE9K21F5,1539895380,0,72
Y0N0YOQ887,1539895383,0,45
S5PIBIH17G,1539895384,0,78
Q12O4W7G2T,1539895381,0,69
12BVT60R9X,1539895381,0,60
A4QJUH2060,1539895383,0,64
V2FDN456R9,1539895380,0,62
7B55ZP4AMH,1539895382,0,66
TXJE6WDKRU,1539895383,0,81
43Q2S9ZTNH,1539895382,0,67
3P3EEC963F,1539895380,0,58
1HTB15BF7S,1539895383,0,60
H78H8ET93Z,1539895381,0,94
U908LT7CNW,1539895382,0,47
D1L6Y4UWB7,1539895381,0,49
L74L3988H1,1539895384,0,51
N0BOUUOZBA,1539895380,0,62
47T1UUQRYQ,1539895380,0,53
609H9A8L4H,1539895382,0,75
704R1T9IB7,1539895384,0,62
25DIKBGJKT,1539895381,0,46
UK6D4RQ85F,1539895380,0,66
PIZY3BTWRV,1539895381,0,96
8J7L74C9N0,1539895384,0,68
77CK62NV0Y,1539895382,0,84
8N66IZ5J4I,1539895381,0,69
Y3R23R949S,1539895384,0,71
8BMJ9WQ779,1539895381,0,95
Y59XCOTAI1,1539895382,0,63
68V95C7Y4J,1539895384,0,98
78M8Y1O005,1539895380,0,57
9I60985J72,1539895382,0,39
VWV7992WO4,1539895382,0,61
RN4G9TQ244,1539895383,0,69
7W1TR8KTCU,1539895384,0,39
K3V20TCXR5,1539895384,0,65
5WYZMN8HZ5,1539895382,0,36
68F3EC0578,1539895382,0,62
EYDN928H0F,1539895384,0,38
40O3PU5OUC,1539895383,0,97
RECE9K21F5,1539895682,0,48
Y0N0YOQ887,1539895682,0,100
S5PIBIH17G,1539895682,0,65
Q12O4W7G2T,1539895683,0,69
12BVT60R9X,1539895681,0,67
A4QJUH2060,1539895682,0,45
V2FDN456R9,1539895680,0,57
7B55ZP4AMH,1539895683,0,79
TXJE6WDKRU,1539895682,0,59
43Q2S9ZTNH,1539895680,0,65
3P3EEC963F,1539895683,0,59
1HTB15BF7S,1539895682,0,57
H78H8ET93Z,1539895684,0,64
U908LT7CNW,1539895684,0,67
D1L6Y4UWB7,1539895682,0,70
L74L3988H1,1539895681,0,94
N0BOUUOZBA,1539895682,0,80
47T1UUQRYQ,1539895682,0,54
609H9A8L4H,1539895681,0,64
704R1T9IB7,1539895683,0,58
25DIKBGJKT,1539895682,0,74
UK6D4RQ85F,1539895683,0,38
PIZY3BTWRV,1539895684,0,44
8J7L74C9N0,1539895681,0,33
77CK62NV0Y,1539895680,0,65
8N66IZ5J4I,1539895680,0,95
Y3R23R949S,1539895684,0,65
8BMJ9WQ779,1539895682,0,48
Y59XCOTAI1,1539895682,0,50
68V95C7Y4J,1539895681,0,68
78M8Y1O005,1539895680,0,71
9I60985J72,1539895681,0,47
VWV7992WO4,1539895681,0,72
RN4G9TQ244,1539895684,0,89
7W1TR8KTCU,1539895680,0,68
K3V20TCXR5,1539895680,0,55
5WYZMN8HZ5,1539895682,0,44
68F3EC0578,1539895682,0,46
EYDN928H0F,1539895682,0,71
40O3PU5OUC,1539895683,0,72
RECE9K21F5,1539895980,0,68
Y0N0YOQ887,1539895982,0,47
S5PIBIH17G,1539895980,0,62
Q12O4W7G2T,1539895980,0,58
12BVT60R9X,1539895982,0,50
A4QJUH2060,1539895982,0,49
V2FDN456R9,1539895984,0,96
7B55ZP4AMH,1539895982,0,64
TXJE6WDKRU,1539895983,0,58
43Q2S9ZTNH,1539895980,0,61
3P3EEC963F,1539895982,0,66
1HTB15BF7S,1539895981,0,44
H78H8ET93Z,1539895980,0,63
U908LT7CNW,1539895981,0,58
D1L6Y4UWB7,1539895980,0,46
L74L3988H1,1539895981,0,67
N0BOUUOZBA,1539895982,0,54
47T1UUQRYQ,1539895982,0,75
609H9A8L4H,1539895984,0,56
704R1T9IB7,1539895980,0,58
25DIKBGJKT,1539895981,0,48
UK6D4RQ85F,1539895980,0,64
PIZY3BTWRV,1539895982,0,58
8J7L74C9N0,1539895983,0,44
77CK62NV0Y,1539895982,0,73
8N66IZ5J4I,1539895981,0,31
Y3R23R949S,1539895982,0,65
8BMJ9WQ779,1539895982,0,44
Y59XCOTAI1,1539895984,0,59
68V95C7Y4J,1539895982,0,71
78M8Y1O005,1539895983,0,71
9I60985J72,1539895981,0,74
VWV7992WO4,1539895983,0,42
RN4G9TQ244,1539895981,0,99
7W1TR8KTCU,1539895980,0,55
K3V20TCXR5,1539895984,0,51
5WYZMN8HZ5,1539895984,0,62
68F3EC0578,1539895981,0,58
EYDN928H0F,1539895983,0,68
40O3PU5OUC,1539895980,0,69
RECE9K21F5,1539896284,0,33
Y0N0YOQ887,1539896284,0,68
S5PIBIH17G,1539896283,0,67
Q12O4W7G2T,1539896280,0,50
12BVT60R9X,1539896282,0,88
A4QJUH2060,1539896284,0,72
V2FDN456R9,1539896283,0,73
7B55ZP4AMH,1539896280,0,62
TXJE6WDKRU,1539896282,0,55
43Q2S9ZTNH,1539896284,0,51
3P3EEC963F,1539896283,0,49
1HTB15BF7S,1539896284,0,72
H78H8ET93Z,1539896284,0,36
U908LT7CNW,1539896283,0,44
D1L6Y4UWB7,1539896280,0,44
L74L3988H1,1539896282,0,69
N0BOUUOZBA,1539896280,0,73
47T1UUQRYQ,1539896284,0,58
609H9A8L4H,1539896281,0,51
704R1T9IB7,1539896281,0,65
25DIKBGJKT,1539896280,0,55
UK6D4RQ85F,1539896280,0,41
PIZY3BTWRV,1539896282,0,49
8J7L74C9N0,1539896280,0,44
77CK62NV0Y,1539896284,0,71
8N66IZ5J4I,1539896281,0,52
Y3R23R949S,1539896281,0,55
8BMJ9WQ779,1539896284,0,57
Y59XCOTAI1,1539896284,0,54
68V95C7Y4J,1539896281,0,50
78M8Y1O005,1539896281,0,40
9I60985J72,1539896283,0,32
VWV7992WO4,1539896282,0,58
RN4G9TQ244,1539896280,0,68
7W1TR8KTCU,1539896282,0,50
K3V20TCXR5,1539896284,0,48
5WYZMN8HZ5,1539896281,0,57
68F3EC0578,1539896280,0,47
EYDN928H0F,1539896283,0,63
40O3PU5OUC,1539896281,0,70
RECE9K21F5,1539896584,0,64
Y0N0YOQ887,1539896583,0,55
S5PIBIH17G,1539896583,0,64
Q12O4W7G2T,1539896584,0,60
12BVT60R9X,1539896582,0,57
A4QJUH2060,1539896580,0,88
V2FDN456R9,1539896584,0,48
7B55ZP4AMH,1539896581,0,61
TXJE6WDKRU,1539896583,0,52
43Q2S9ZTNH,1539896584,0,52
3P3EEC963F,1539896584,0,99
1HTB15BF7S,1539896580,0,48
H78H8ET93Z,1539896583,0,38
U908LT7CNW,1539896584,0,67
